stationcode,comid,masterid
203COR120,1671473,NA
203COR140,1671433,NA
113GAR109,2666085,113GAR109
113GAR110,2666405,113GAR110
113GAR112,2666835,113GAR112
113GAR118,2666405,113GAR118
113GAR178,2666337,113GAR178
203COD120,-9999,203COD120
CAT08722-074,8944403,NA
CAT08722-153,8943617,NA
SGB05535-055,22524989,NA
200HERALA,17694757,NA
113GAR217,2666211,113GAR217
113GAR245,2666293,113GAR245
202R00024,17688291,202R00024
202R00072,17687547,202R00072
403STC070,17567911,403STC070
405SGB022,22524723,405SGB022
CAT08722-012,8942877,CAT08722-012
204SLO030,2803983,NA
405SGB027,22525157,405SGB027
405SGB041,22523173,405SGB041
408CAL003,17562676,408CAL003
408CAL007,17564104,408CAL007
408CAL008,17563888,408CAL008
412LAR013,22515726,412LAR013
SMC09854,22525625,SMC09854
CAT08722-013,8944503,NA
CAT08722-016,8942879,NA
202BUT050,17688205,202BUT050
202BUT480,17688205,202BUT480
202BUT600,17688205,202BUT600
202PES050,17688301,202PES050
202PES060,17688143,202PES060
202PES070,17688143,202PES070
412LAR015,22515004,412LAR015
CAT08722-017,8943969,CAT08722-017
CAT08722-018,8944555,NA
CAT08722-021,8943689,NA
CAT08722-028,8942877,NA
CAT08722-032,8942879,NA
CAT08722-075,8941749,NA
CAT08722-076,8934040,NA
CAT08722-080,8942879,NA
CAT08722-084,8942531,NA
CAT08722-085,8943689,NA
CAT08722-087,8941713,NA
CAT08722-025,8943615,CAT08722-025
CAT08722-090,8944459,NA
CAT08722-092,8942875,NA
CAT08722-093,8944533,NA
CAT08722-155,8941665,NA
CAT08722-161,8943719,NA
CAT08722-165,8943697,NA
CAT08722-183,8941733,NA
EPA01-0514,8922479,NA
EPA01-S216,23936145,NA
LAR0080,22514376,NA
LAR0044,22514774,SMC16420
SGB05535-063,22523263,NA
SGB05535-071,22525657,NA
SGB05535-073,22525157,NA
SGB05535-077,22524703,NA
SGB05535-078,22525749,NA
SGB05535-082,22525157,NA
SGB05535-100,22525157,NA
SGB05535-101,22525157,NA
TAH03MarlTrib-1,-9999,NA
TAH03NFkLogan-1,8942503,NA
SGB05535-059,22525157,405M10600
103FS0410,22228040,NA
103FS0411,4439890,103FS0411
103STCNSR,22227560,103STCNSR
103WER026,22226750,103WER026
111FC1098,8287522,111FC1098
111FS0001,8308998,111FS0001
111FS0007,8308196,111FS0007
111FS0008,8309034,111FS0008
111HSCAER,8305452,111HSCAER
111PAL105,8284780,111PAL105
111FS0158,8308598,111TGCAER
200MELSAN,17693269,NA
200MIDHEN,17695717,NA
200STECOO,17693261,NA
200TODSAN,17693089,NA
204MRT070,2806295,NA
204MRT080,2806295,NA
204MRT090,2806295,NA
111WER008,8308060,111WER008
201AHO350,5330515,201AHO350
200LGCALD,17694761,205LGAxxx
200LGCMAI,17695715,205LGBxxx
204SLO060,2803947,NA
204SLO090,2804899,NA
204SLO100,2803825,NA
201PNG010,5330519,201PNG010
201PNG050,5330471,201PNG050
201RDW040,5330719,201RDW040
201RDW080,5330719,201RDW080
201RDW120,5330551,201RDW120
201ROD040,5330581,201ROD040
204R00244,2809127,204R00244
LAR0244,22514726,NA
LAR0318,22518274,NA
103WER030,22227610,103WER030
105FC1116,2557043,105FC1116
105FC1120,8265420,105FC1120
204SMA060,2804607,204SMA060
204SMA080,2804607,204SMA080
204SMA110,2804687,204SMA110
204SMA160,2805011,204SMA160
204SMA180,2809039,204SMA180
114PS0145,8270595,114PS0145
114PS0149,948010117,114PS0149
202PS0134,17688275,202PS0134
205PS0138,17693219,205PS0138
207PS0142,2790323,207PS0142
207PS0150,948050140,207PS0150
304PS0146,17684382,304PS0146
309PS0116,8204319,309PS0116
315CE0584,17594803,315CE0584
540CE0590,17115453,540CE0590
205R00021,17694311,205R00021
207CE0614,2789367,207CE0614
304CAW081,17683352,304CAW081
305CAW057,17663255,305CAW057
305CAW097,17661653,305CAW097
308CAW055,8188693,308CAW055
310CE0596,8193601,310CE0596
538CE0622,17099613,538CE0622
637CE0591,20295519,637CE0591
412M09472,22515812,412M09472
CAT08722-109,8944529,NA
307CAW135,17600111,307CAW135
309CAW116,8214349,309CAW116
309CAW126,8203401,309CAW126
519PS0002,15022587,519PS0002
603PS0136,20276447,603PS0136
603PS0137,20274997,603PS0137
631PS0145,10744570,631PS0145
633PS0142,8922451,633PS0142
635PS0146,8933876,635PS0146
511PS0209,15047817,511PS0209
520PS0007,1678799,520PS0007
520PS0054,1679607,520PS0054
630PS0005,8915563,630PS0005
631PS0011,10744454,631PS0011
632PS0007,8923241,632PS0007
632PS0014,8923193,632PS0014
634PS0019,8944555,634PS0019
636PS0006,8933174,636PS0006
636PS0010,8933312,636PS0010
203COR150,1671433,NA
204R00253,2810117,204ARH090
504PS0227,12075398,504PS0227
504PS0238,12071480,504PS0238
504PS0243,12068180,504PS0243
519PS0278,15040415,519PS0278
519PS0290,15040999,519PS0290
531PS0573,2821662,531PS0573
535PS0221,2823920,535PS0221
535PS0265,2823880,535PS0265
LAR0108,22514860,NA
LAR0184,22514852,NA
LAR0220,22514676,NA
CAT08722-097,8944077,NA
CAT08722-100,8942503,NA
CAT08722-103,8941729,NA
CAT08722-104,8941655,NA
CAT08722-108,-9999,NA
519PS0198,15040775,519PS0198
519PS0305,15040375,519PS0305
CAT08722-033,8943721,CAT08722-033
CAT08722-110,8943579,NA
403FCA038,17575849,403FCA038
504PS0371,12070994,504PS0371
511PS0401,15042589,511PS0401
519PS0402,15034331,519PGC08A
519PS0322,15022405,519PS0322
531PS0365,2819552,531PS0365
531PS0381,2821670,531PS0381
545PS0335,19778861,545PS0335
551PS0308,17142308,551PS0308
CAT08722-040,8941997,NA
105FCA056,4442410,105FCA056
111FCA063,2706253,111FCA063
509FCA054,8020478,509FCA054
517FCA046,8063401,517FCA046
519FCA067,15024989,519FCA067
526FCA044,948020862,526FCA044
535FCA061,2820014,535FCA061
CAT08722-038,8943579,CAT08722-038
CAT08722-039,8941705,CAT08722-039
CAT08722-036,8942509,CAT08722-036
CAT08722-041,8943661,NA
CAT08722-044,8942877,NA
203COR170,1669929,NA
203COR171,1669929,NA
203COR200,1671435,NA
203COR210,1671435,NA
203COR211,1671435,NA
204R00455,2804939,204R00455
CAT08722-049,8943711,CAT08722-049
CAT08722-047,8942481,CAT08722-047
113GAR038,2666409,113GAR038
204R00647,2804235,204R00647
205R00058,17693071,205R00058
403STC004,17574613,403STC004
403STC009,17570121,403STC009
403STC010,17568119,403STC010
403STC016,17573707,403STC016
403STC021,17568553,403STC021
403STC022,17567999,403STC022
403STC024,17572761,403STC024
403STC025,17567337,403STC025
403STC026,17567913,403STC026
403STC027,17570253,403STC027
408CAL011,17564124,408CAL011
408CAL012,17563944,408CAL012
408CAL013,17563950,408CAL013
412LAR003,22514840,412LAR003
SMC13016,22514430,SMC13016
412LAR008,22515790,412LAR008
412LAR009,22514742,412LAR009
204R00365,2811037,NA
204R00334,2806531,204R00334
204R00340,2806301,204R00340
204R00356,2806461,204R00356
204R00391,2804385,204R00391
204R00436,2804427,204R00436
204R00447,2806527,204R00447
403STC029,17569705,403STC029
403STC030,17567951,403STC030
403STC065,17569603,403STC065
403STC066,17567841,403STC066
403STC069,17567285,403STC069
204R00680,2809137,204R00680
518CE0338,8040199,518CE0338
519CE0339,15040355,519CE0339
601PS0057,20287322,601PS0057
603PS0045,20274379,603PS0045
603PS0056,20276725,603PS0056
631PS0051,10742682,631PS0051
632PS0058,8923095,632PS0058
634PS0062,8944513,634PS0062
636PS0070,8933152,636PS0070
205CE0356,17695615,205CE0356
205CE0580,17693111,205CE0580
307CE0382,17600477,307CE0382
308PS0156,8188801,308PS0156
309CAW174,8204151,309CAW174
526CE0341,7952070,526CE0341
541PS0055,19771435,541PS0055
603CE0366,20276551,603CE0366
631PS0023,10744302,631PS0023
634CE0482,8941703,634CE0482
105FCA068,362143,105FCA068
204R00724,2806333,204R00724
207CE0678,2789273,207CE0678
504CE0657,12068124,504CE0657
511CE0663,15042107,511CE0663
515PS0410,15072912,515PS0410
519CE0627,15036527,519CE0627
519CE0651,15024787,519CE0651
519CE0691,15024799,519CE0691
637CE0655,948080285,637CE0655
SMC50329,17586996,SMC50329
204PS0038,2804921,204PS0038
304PS0006,17684370,304PS0006
304PS0018,17682662,304PS0018
307PS0028,17600701,307PS0028
309CAW050,8209467,309CAW050
309CAW178,8204221,309CAW178
309CAW182,8210487,309CAW182
309CAW194,8205477,309CAW194
310CAW176,8192613,310CAW176
310CAW192,8192653,310CAW192
113GAR061,2666303,113GAR061
113GAR062,2666375,113GAR062
113GAR085,2666269,113GAR085
113GAR087,2666243,113GAR087
113GAR089,2666257,113GAR089
205PS0045,17695691,205PS0045
206PS0054,1671493,206PS0054
307PS0044,17599355,307PS0044
309PS0040,948060378,309PS0040
309PS0043,8212889,309PS0043
205PS0157,948050175,205PS0157
205PS0170,17694117,205PS0170
205PS0173,17694479,205PS0173
205PS0202,17693229,205PS0202
205PS0221,948050176,205PS0221
206PS0165,1668207,206PS0165
304PS0194,17682654,304PS0194
305PS0057,17663049,305PS0057
305PS0061,17661321,305PS0061
308PS0204,8188943,308PS0204
110FCA102,8317019,110FCA102
114PS0229,8272309,114PS0229
206FCA155,1669885,206FCA155
304PS0274,17682470,304PS0274
517FCA139,8058193,517FCA139
518FCA075,8028376,518FCA075
603FCA145,20275095,603FCA145
603PS0024,20274345,603PS0024
630FCA097,8915047,630FCA097
631PS0001,10744612,631MCK001
631PS0033,10744704,631PS0033
511PS0081,15035585,511PS0081
515PS0106,7970311,515PS0106
519PS0134,15040375,519PS0134
520PS0071,1678539,520PS0071
603PS0040,20274345,603PS0040
634PS0035,8943647,634PS0035
634PS0126,8944515,634PS0126
634PS0131,8943697,634PS0131
635PS0034,8934010,635PS0034
635PS0038,8933718,635PS0038
515PS0490,7972061,515PS0490
519PS0450,15022317,519DRCAWA
519PS0194,15022523,519PS0194
519PS0514,15022315,519PS0514
519PS0534,15022723,519PS0534
519PS0561,15040511,519PS0561
531PS0169,2975408,531PS0169
531PS0429,2819626,531PS0429
535PS0191,19777327,535PS0191
535PS0431,19777355,535PS0431
204R00639,2804929,204PS0294
204R00520,2804731,204R00520
204R00583,2804187,204R00583
204R00596,2806309,204R00596
204R00623,2803945,204R00623
205PS0234,17694083,205PS0234
206PS0230,1671493,206PS0230
304PS0253,17682178,304PS0253
517CE0287,8060547,517CE0287
526CE0483,7928709,526CE0483
603PS0072,20276563,603PS0072
114CE0131,8270719,114CE0131
204CE0116,2810027,204CE0116
204R00303,2803981,204R00303
205CE0132,17695715,205CE0132
206CE0119,1668973,206CE0119
514CE0139,15007181,514CE0139
518CE0114,2773096,518CE0114
531CE0294,3953109,531CE0294
539CE0110,17099831,539CE0110
603PS0073,20272507,603PS0073
603PS0075,20275027,603PS0075
518CE0015,8029352,518CE0015
518CE0034,8037301,518CE0034
519CE0019,15022475,519CE0019
522CE0027,7995173,522CE0027
601PS0077,20286400,601PS0077
603CE0014,20273621,603CE0014
603PS0076,20277761,603PS0076
631PS0081,10744570,631PS0081
631PS0087,10742726,631PS0087
633PS0083,8922825,633PS0083
636PS0086,8933252,636PS0086
109CE0101,8318169,109CE0101
111CE0089,2705613,111CE0089
113CE0097,2664265,113CE0097
201CE0039,5329619,201CE0039
307CE0094,17601605,307CE0094
407CE0092,17586996,407CE0092
514CE0171,15007313,514CE0171
518CE0047,2773542,518CE0047
527CE0093,7918617,527CE0093
603CE0174,20276429,603CE0174
115CE0239,3880096,115CE0239
207CE0230,948050140,207CE0230
403M01506,17575737,403M01506
403M05757,17570253,403M05757
403M05758,17574585,403M05758
403M05771,17572225,403M05771
404M07346,20366125,404M07346
404M07349,20365093,404M07349
412CE0232,22515812,412CE0232
518CE0242,8029738,518CE0242
537CE0238,21609905,537CE0238
202R00378,17688199,NA
204CE0282,2803715,204CE0282
310CE0276,8192679,310CE0276
408M03005,17563950,408M03005
902M20161,22549101,902M20161
903M20124,20341661,903M20124
904M21713,20342575,904M21713
904M21720,20341899,904M21720
905M21721,20328674,905M21721
906M23318,20331462,906M23318
907M23325,20333122,907M23325
907NP9OSD,20331400,907NP9OSD
909M24923,20334504,909M24923
110CE0485,8316885,110CE0485
206CE0495,1670151,206CE0495
207CE0486,2789437,207CE0486
304CE0500,17682168,304CE0500
305CE0484,17661233,305CE0484
520CE0699,2846793,520CE0699
535CE0494,2823850,535CE0494
536CE0506,17078033,536CE0506
719CE0696,22593623,719CE0696
801M16861,22560686,801M16861
205R01923,17695609,NA
106CE0713,8246412,106CE0713
204CE0730,2803983,204CE0730
206CE0759,1668341,206CE0759
207CE0742,2789375,207CE0742
310CE0724,8192711,310CE0724
509CE0305,8020456,509CE0305
520CE0706,948020727,520CE0706
603PS0092,20276871,603PS0092
SMC45118,22514954,SMC45118
204PS0102,2803945,204PS0102
205PS0074,17693217,205PS0074
205PS0106,17695611,205PS0106
310CE0308,8193637,310CE0308
312PS0099,17626251,312PS0099
404CE0316,20366291,404CE0316
526CE0317,7932077,526CE0317
603PSx109,20274255,603PSx109
634PS0099,8943539,634PS0099
801M16873,22560696,801M16873
106CE0521,8241182,106CE0521
110CE0325,8316929,110CE0325
114CE0535,8273317,114CE0535
204CE0516,2814093,204CE0516
205R00090,17695685,205R00090
207CE0326,2789579,207CE0326
504CE0514,12075398,504CE0514
514CE0523,15022233,514CE0523
519CE0531,15022399,519CE0531
526CE0323,7930597,526CE0323
304CE0788,17682314,304CE0788
305CAW049,17662371,305CAW049
309CAW009,8203299,309CAW009
312CAW031,17633094,312CAW031
518CE0543,8041881,518CE0543
518CE0879,948020983,518CE0879
518CE0895,948021032,518CE0895
519CE0779,15024809,519CE0779
519CE0787,15022525,519CE0787
603CE0782,20276533,603CE0782
111CE0551,8308798,111CE0551
114CE0567,948010117,114CE0567
205R00099,17693029,205R00099
207CE0550,2789253,207CE0550
514CE0555,14982796,514CE0555
518CE0575,8040687,518CE0575
520CE0562,948020728,520CE0562
526CE0565,7952216,526CE0565
634CE0146,8945207,634CE0146
637CE0143,20295549,637CE0143
113CE0001,2662279,113CE0001
114CE0059,8267963,114CE0059
207CE0058,2789415,207CE0058
305CE0062,17661219,305CE0062
509CE0081,8020502,509CE0081
509CE0162,8020890,509CE0162
526CE0061,7932053,526CE0061
540CE0078,17118689,540CE0078
635CE0063,8933938,635CE0063
801CE0152,22555028,801CE0152
205R00110,17691111,205R00110
304CE0180,17682568,304CE0180
304CE0212,17682456,304CE0212
403CE0188,17573663,403CE0188
507CE0181,2763434,507CE0181
513CE0251,8009401,513CE0251
519CE0211,15022679,519CE0211
519CE0243,15036577,519CE0243
554CE0204,14959869,554CE0204
106CE0257,8234706,106CE0257
114CE0259,8271909,114CE0259
205CE0260,948050176,205CE0260
206CE0263,1669845,206CE0263
402M00002,17586972,402M00002
402M00005,17585758,402M00005
408M03015,17564096,408M03015
412M08597,22515812,412M08597
412M08599,22515824,412M08599
801M12611,22560942,801M12611
801M12617,20355456,801M12617
801M12625,22563212,801M12625
202R00150,17688325,202BUT850
202R00312,17687849,202MIC150
202R00214,17688093,202PES168
202R00087,17687379,202R00087
202R00280,17688015,202R00280
202R00284,17687425,202R00284
405CE0280,22522879,405CE0280
558WE0764,17159706,558WE0764
637WE0759,20295451,637WE0759
901M14118,20348413,901M14118
911M24916,20325725,911M24916
LALT502,22518272,LALT502
314WE0779,17609583,314WE0779
314WE0785,17607779,314WE0785
314WE0796,17609495,314WE0796
402WE0803,17586740,402WE0803
403WE0795,17567425,403WE0795
403WE0809,17568017,403WE0809
522WE0767,7994263,522WE0767
801WE0787,22558868,801WE0787
802WE0794,22535334,802WE0794
903WE0798,20343057,903WE0798
909WE0780,20332676,909WE0780
SA-C-07-346,22557974,801LYC346
SMCR8_309,22554630,801RB8309
SMCR8_312,22563044,801RB8312
SMCR8_317,22554730,801RB8317
SMCR8_327,22558038,801RB8327
SMCR8_333,22558972,801RB8333
SMCR8_351,948070252,SMC26035
SA-C-05-334,22558732,801SAR334
SMCR8_322,22535308,802RB8322
SMCR8_344,22558816,SMC_BMT1
SMCR8_361,948070238,NA
SA-C-07-370,22556002,NA
SMCR8_384,22536110,NA
SMCR8_362,22557974,801PLC362
SMCR8_356,22563072,801RB8356
SMCR8_380,22558810,801RB8380
SMCR8_387,22556370,801RB8387
SMCR8_474,22554688,801RB8474
SMCR8_375,22535242,802SWC375
SMCR8_376,22558774,SMC_SCLDR1
SMCR8_398,-9999,NA
SMCR8_413,22536080,NA
SMCR8_418,20355428,NA
SMCR8_396,22558036,801RB8396
SMCR8_400,22563172,801RB8400
SMCR8_403,948070558,801RB8403
SMCR8_404,22557906,801RB8404
SMCR8_415,22556184,801RB8415
801SDC418,20355428,801SDC418
SMCR8_405,22536082,802RB8405
SMCR8_424,22555032,NA
SMCR8_436,22555476,801RB8436
SMCR8_439,22560778,801RB8439
SMCR8_445,22558804,801RB8445
SMCR8_448,22559656,801RB8448
SMCR8_467,22561074,801RB8467
SA-C-07-446,22555238,801WCC446
SJ-B-07-453,22535256,802SJC453
SMCR8_419,22536092,802SWC419
SMCR8_441,22525755,845RB8441
SMCR8_450,948070274,SMC43711
SMCR8_483,22558022,801RB8483
SMCR8_494,22560478,801RB8494
SMCR8_501,22559708,801RB8501
SMCR8_511,22563222,801RB8511
SMCR8_512,22555476,801RB8512
SMCR8_521,22560464,801RB8521
SMCR8_496,22535384,SMC05346
SMCR8_513,22536110,802RB8513
SMCR8_480,22525001,845CTC480
SMCR8_504,20355458,801M13273
SA-C-07-530,22558750,NA
SMCR8_580,22535202,NA
SMCR8_549,20355468,801RB8549
SMCR8_558,22560778,801RB8558
SMCR8_559,22557960,801RB8559
SMCR8_566,22563070,801RB8566
SMCR8_575,22558920,801RB8575
SJ-C-07-543,22535118,802NJR543
SMCR8_535,22536092,802SWC535
SMCR8_532,22563210,801M13758
SMCR8_587,22536114,NA
SMCR8_600,24843846,NA
SMCR8_593,20355352,801RB8593
SMCR8_598,22557906,801RB8598
SMCR8_601,22558000,801RB8601
SMCR8_607,22558742,801RB8607
SMCR8_613,22560388,801RB8613
SMCR8_618,22558824,801RB8618
SMCR8_605,22536092,802RB8605
802SJR587,22535278,802SJR587
SA-C-07-686,22559688,NA
523WE0512,7984215,523WE0512
526WE0506,7929585,526WE0506
537WE0503,21609805,537WE0503
552WE0509,22047837,552WE0509
801EBC686,22559688,801EBC686
SA-C-05-713,22554678,801ICE713
SMCR8_622,22560940,801RB8622
SMCR8_629,22560562,801RB8629
SMCR8_688,22536092,802RB8688
SMCR8_633,22524969,845RB8633
402WE0536,17585714,402WE0536
403WE0534,17569679,403WE0534
403WE0535,17574539,403WE0535
403WE0540,17567407,403WE0540
403WE0558,17574011,403WE0558
412WE0552,22514712,412WE0552
504WE0527,12068226,504WE0527
518WE0521,8039609,518WE0521
801WE0550,22558834,801WE0550
408M03516,17562592,408M03516
105WE0583,3798115,105WE0583
105WE0592,3918664,105WE0592
106WE0580,8244304,106WE0580
106WE0581,8236312,106WE0581
106WE0587,8232508,106WE0587
106WE0593,8243996,106WE0593
113WE0590,2664495,113WE0590
403WE0560,17567993,403WE0560
412WE0563,22514198,412WE0563
539PS0127,17099787,539PS0127
105WE0604,3801149,105WE0604
105WE0613,4438784,105WE0613
107WE0605,8318041,107WE0605
111WE0600,2702269,111WE0600
111WE0606,8288630,111WE0606
111WE0618,2703093,111WE0618
114WE0614,8271033,114WE0614
506WE0625,7965705,506WE0625
514PS0131,14982958,514PS0131
519WE0624,15022523,519WE0624
205R00131,17695609,205R00131
314WE0677,17607469,314WE0677
403WE0682,17569981,403WE0682
403WE0683,17572791,403WE0683
408WE0654,17562630,408CGCS13
632WE0629,8922813,632WE0629
801WE0669,22558640,801WE0669
802WE0658,22535146,802WE0658
905WE0679,20329654,905WE0679
909WE0662,20332896,909WE0662
105WE0756,8265758,105WE0756
111WE0813,2709217,111WE0813
111WE0814,2708823,111WE0814
111WE0816,8305328,111WE0816
204WE0748,2804921,204WE0748
403WE0746,17572895,403WE0746
525WE0755,7964833,525WE0755
526WE0744,7952202,526WE0744
536WE0742,17074461,536WE0742
603WE0758,20274387,603WE0758
105WE0845,359295,105WE0845
106WE0824,8242088,106WE0824
106WE0831,8232248,106WE0831
106WE0843,8248430,106WE0843
110WE0838,8317011,110WE0838
111WE0832,8287730,111WE0832
111WE0837,8294791,111WE0837
111WE0844,8284834,111WE0844
525WE0862,7966059,525WE0862
630WE0860,8914957,630WE0860
207WE0867,2789351,207WE0867
313WE0899,17619942,313WE0899
403WE0891,17567365,403WE0891
403WE0905,17568579,403WE0905
507WE0988,2764306,507WE0988
533WE0885,17066668,533WE0885
603PS1488,20267041,603PS1488
801WE0895,22555116,801WE0895
902WE0888,22548347,902WE0888
903WE0900,20343109,903WE0900
403WE1027,17567207,403WE1027
531WE0992,948040262,531WE0992
554WE1002,14959447,554WE1002
633WE0991,8922673,633WE0991
801WE0989,22560610,801WE0989
801WE1013,24843922,801WE1013
801WE1020,22557786,801WE1020
801WE1032,-9999,801WE1032
905WE1018,20329672,905WE1018
909WE1014,20333018,909WE1014
106WE1055,8243780,106WE1055
106WE1062,8245974,106WE1062
109WE1051,8316787,109WE1051
111WE1050,8297445,111WE1050
112WE1063,2544757,112WE1063
114WE1048,8272561,114WE1048
312WE1035,17626489,312WE1035
314WE1046,17610859,314WE1046
408WE1039,17562648,408WE1039
801WE1043,22555368,801WE1043
105WE1091,8259115,105WE1091
106WE1066,8240980,106WE1066
106WE1079,8242250,106WE1079
106WE1080,8234712,106WE1080
108WE1090,8315767,108WE1090
111WE1065,8308404,111WE1065
111WE1071,8297463,111WE1071
111WE1074,2703197,111WE1074
111WE1075,8285444,111WE1075
111WE1092,2706555,111WE1092
111WE1106,2702017,111WE1106
505WE1100,7960933,505WE1100
518PS0001,2775964,518PS0001
520WE1103,2845773,520WE1103
538WE1104,17099613,538WE1104
637PS0130,20295557,637PS0130
801WE1127,22555080,801WE1127
801WE1132,22559686,801WE1132
904WE1125,20341953,904WE1125
904WE1131,20341979,904WE1131
514PS0019,14981682,514PS0019
517PS0030,8064075,517PS0030
517PS0039,8056847,517PS0039
517PS0054,8060533,517PS0054
517PS0061,8059513,517PS0061
518PS0017,8037191,518PS0017
518PS0029,8027104,518PS0029
518PS0033,8028358,518PS0033
518PS0045,8027402,518PS0045
534PS0043,343391,534PS0043
514PS0099,14997245,514PS0099
517PS0074,8058051,517PS0074
517PS0078,8064195,517PS0078
518PS0073,8041647,518PS0073
518PS0089,948020987,518PS0089
518PS0125,8039815,518PS0125
532PS0071,17055582,532PS0071
534PS0114,342591,534PS0114
536PS0107,17074709,536PS0107
552PS0072,22047753,552PS0072
205R00322,17694115,205AAG375
205R00289,17694881,205COY585
205R00337,17694653,205COY930
205R00218,948050176,205R00218
205R00234,17695693,205R00234
205R00241,17694229,205R00241
205R00259,17694137,205R00259
205R00266,17694579,205R00266
205R00282,17694479,205R00282
205R00291,948050175,205R00291
205R00330,17694589,205R00330
205R00362,17693103,205R00362
205R00374,17694725,205R00374
205R00296,17692869,205WUN550
204R01391,2804939,NA
204R01735,2804437,NA
204R01828,2806393,NA
204R01204,2804535,204R01204
204R01256,2809131,204R01256
204R01268,2809137,204R01268
204R01316,2806395,204R01316
204R01433,-9999,204R01433
204R01471,2806357,204R01471
204R01479,2804437,204R01479
204R01607,2804085,204R01607
204R01620,2806373,204R01620
204R01663,2806487,204R01663
204R01791,2806359,204R01791
204R01855,2804921,NA
204R01876,2808685,NA
204R01951,2803979,NA
204R01972,2809123,NA
404R4S009,20364683,404R4S009
404R4S070,20365129,404R4S070
404R4S089,20366115,404R4S089
405M10596,22525159,405M10596
907SDALV3,20331494,907SDALV3
907SDRS2x,20331516,907SDRS2x
SMC02366,22524979,SMC02366
SMC02494,22525729,SMC02494
SMC02718,22525749,SMC02718
SMC17432,22525157,SMC17432
204R02056,948050146,NA
204R02095,2804929,NA
801TSC887,22561196,801TSC887
SMC00574,22525157,SMC00574
SMC02232,22514716,SMC02232
SMC02484,22514964,SMC02484
SMC02796,22515016,SMC02796
SMC02936,22514896,SMC02936
SMC02988,22517996,SMC02988
SMC02996,22514962,SMC02996
SMC05848,22514314,SMC05848
SMC06188,22514594,SMC06188
SMC06252,22514894,SMC06252
SMC07128,22515710,SMC07128
204R02132,2806295,NA
204R02351,2803991,NA
205R00394,17694805,205R00394
205R00419,17693255,205R00419
205R00430,17693877,205R00430
205R00451,17695611,205R00451
205R00474,948050176,205R00474
205R00535,17690493,205R00535
205R00538,17694547,205R00538
205R00547,17695619,205R00547
205R00586,17694761,205R00586
205R00602,17694451,205R00602
205R00627,17695619,205R00627
205R00666,948050176,205R00666
205R00739,17693219,205R00739
205R00771,17694137,205R00771
205R00787,17694083,205R00787
205R00851,17694013,205R00851
205R00872,17693215,205R00872
205R00883,17693253,205R00883
205R00938,17695693,205R00938
205R00979,17694129,205R00979
205R00984,17693213,205R00984
205R01027,17694137,205R01027
205R01098,17694545,205R01098
205R01134,17691111,205R01134
205R01187,17693255,205R01187
205R01198,17692585,205R01198
205R01315,948050175,NA
205R01411,17695615,NA
205R01562,17694547,NA
205R01610,17694761,NA
205R01669,17694721,NA
205R01715,17692993,NA
205R01738,17695689,NA
205R01747,17694129,NA
205R01299,17695621,205R01299
205R01390,17692585,205R01390
205R01434,17694527,205R01434
205R01454,17692585,205R01454
205R01539,17694149,205R01539
205R01578,17693099,205R01578
205R01930,17695691,NA
205R01962,17694325,NA
205R02051,17694137,NA
205R02074,17694511,NA
205R02154,17693087,NA
205R02307,17695691,NA
205R02327,17690493,NA
205R02478,17691113,NA
205R02583,17690311,NA
111CE0569,8284792,111CE0569
305WE0883,17661455,305WE0883
521WE0747,2770322,521WE0747
719WE0864,22592131,719WE0864
205R01704,17693211,NA
205R02119,17693013,NA
105WE1067,3801139,105WE1067
111WE1057,2704051,111WE1057
114WE0810,8271831,114WE0810
202R00268,17688285,202DRY010
205R00554,17695693,205R00554
205R01192,17693241,205R01192
207CE0166,2789273,207CE0166
412M08602,22518268,412M08602
504CE0210,12075724,504CE0210
801WE1008,22558750,801WE1008
111PS0095,8288634,111PS0095
111PS0110,8308814,111PS0110
113PS0076,2666835,113PS0076
204PS0118,2804621,204PS0118
403PRCAGH,17569207,403PRCAGH
404S18666,20364695,404S18666
405PS0030,22522855,405PS0030
526PS1144,7930567,526PS1144
603PS0008,20276155,603PS0008
SMC22521,22563104,SMC22521
204R00367,2804011,204R00367
204R00590,2806531,204R00590
508PS0298,2494780,508PS0298
511PS0145,15042589,511PS0145
518CE0626,8029548,518CE0626
519CE0363,15022233,519CE0363
519PS0390,15040375,519PS0390
519PS0449,15022523,519PS0449
601PS0065,20287578,601PS0065
635PS0118,8933812,635PS0118
204R02375,2804155,NA
204R00292,2806393,204R00292
404M04532,948070152,404M04532
505CE0137,7961229,505CE0137
531MMSEBR,2975278,531MMSEBR
532PS0050,17054008,532PS0050
603PS0079,20273689,603PS0079
637PS0018,20295839,637PS0018
801CYC398,22555802,801CYC398
801SNP001,22557786,801SNP001
905CE0512,20330874,905CE0512
204MRT060,2806295,NA
206RED030,1669181,NA
R5BIO-6492,20325349,NA
201RDW100,5330555,201RDW100
204SMA120,2804621,204SMA120
205R00878,17691075,205R00878
R5BIO-327,17626439,312RSCASC
402BA0095,17586570,402BA0095
518FC1350,2772996,518FC1350
620PS0669,20215148,620PS0669
412S00632,22514984,SMC00632
SCSS1,17572783,NA
S_BIGSYC,20364803,NA
SJTC3,20350529,NA
USLR2,20342985,NA
110CE0613,8316905,110CE0613
309CAW130,8209419,309CAW130
504PS0019,12076108,504PS0019
509DCPWXX,8020840,509DCPWxx
526PS0764,7951986,526PS0764
SGUR00144,22524639,SMC43620
CAT08722-096,-9999,NA
