stationcode,sampledate,result,masterid,latitude,longitude,huc,county,smcshed
SMC01655,2011-07-06T07:00:00Z,0.8883227771095994,801S01655,34.0805,-117.06359,801,San Bernardino,Upper Santa Ana
SMC02417,2011-07-20T07:00:00Z,0.8697247348446395,SMC02417,33.13385,-117.06236,904,San Diego,Central San Diego
SMC02452,2011-06-30T07:00:00Z,0.5801346642553598,SMC02452,34.2733,-118.89985,408,Ventura,Calleguas
SMC00324,2010-06-21T07:00:00Z,0.5720397051871966,ME-SCR,34.30063,-119.1097,403,Ventura,Santa Clara
SMC00375,2010-06-08T07:00:00Z,0.5812104941688997,801S00375,34.10902,-117.15271,801,San Bernardino,Upper Santa Ana
SMC01808,2011-06-13T07:00:00Z,0.8138868291950022,SMC01808,34.3094,-118.07316,412,Los Angeles,Los Angeles
SMC01923,2011-07-12T07:00:00Z,0.5815890266333263,SMC01923,33.67221,-117.78872,801,Orange,Lower Santa Ana
SMC01979,2011-07-14T07:00:00Z,0.9619221102561035,SMC01979,34.45205,-119.13624,403,Ventura,Santa Clara
SMC02088,2011-06-14T07:00:00Z,0.7614734776569246,SMC02088,34.30226,-118.25959,412,Los Angeles,Los Angeles
SMC02092,2011-06-14T07:00:00Z,0.6836586243916603,SMC02092,34.27948,-118.20684,412,Los Angeles,Los Angeles
SMC02123,2011-07-05T07:00:00Z,0.8105435241477441,801S02123,34.10813,-117.20167,801,San Bernardino,Upper Santa Ana
SMC01559,2011-06-21T07:00:00Z,0.8792778155178009,801S01559,34.20984,-117.45726,801,San Bernardino,Middle Santa Ana
SMC01692,2011-06-20T07:00:00Z,0.4284010075132659,SMC01692,34.19798,-118.16972,412,Los Angeles,Los Angeles
SMC01367,2011-06-23T07:00:00Z,1.010208849086793,801S01367,34.21451,-117.32888,801,San Bernardino,Upper Santa Ana
SMC01504,2011-06-28T07:00:00Z,1.1141351018098742,SMC01504,34.25327,-117.71385,405,Los Angeles,San Gabriel
SMC01523,2011-07-07T07:00:00Z,1.04501132407905,801S01523,34.09535,-116.98225,801,San Bernardino,Upper Santa Ana
SMC01555,2011-06-23T07:00:00Z,0.5042432095644135,SMC01555,33.54998,-117.77966,901,Orange,San Juan
SMC01215,2011-07-13T07:00:00Z,0.4937222430940026,SMC01215,34.33968,-119.06784,403,Ventura,Santa Clara
SMC01248,2011-07-26T07:00:00Z,0.8847560549824366,SMC01248,34.25895,-117.74499,405,Los Angeles,San Gabriel
SMC01257,2011-06-16T07:00:00Z,0.7068418316002939,SMC01257,33.60842,-117.61859,901,Orange,San Juan
SMC01358,2011-06-21T07:00:00Z,0.5147651728505995,SMC01358,33.90965,-118.24673,412,Los Angeles,Los Angeles
SMC00958,2011-07-19T07:00:00Z,0.6234235783085765,SMC00958,33.82532,-117.99894,845,Orange,San Gabriel
SMC01174,2011-07-20T07:00:00Z,0.7182896908247973,SMC01174,33.01677,-117.01646,905,San Diego,Central San Diego
801M16916,2016-05-25T07:00:00Z,0.6206001077689363,801M16916,33.96417,-117.49156,801,Riverside,Middle Santa Ana
SMC00830,2011-06-21T07:00:00Z,0.7198336673239074,SMC00830,33.94305,-118.16606,412,Los Angeles,Los Angeles
SMC00857,2011-07-13T07:00:00Z,0.21512319029156704,SMC00857,33.24609,-117.30088,903,San Diego,Northern San Diego
SMC00903,2011-07-06T07:00:00Z,0.9610558365300914,801S00903,34.17832,-116.84729,801,San Bernardino,Upper Santa Ana
SMC00766,2011-07-11T07:00:00Z,0.6683012251155859,SMC00766,33.65718,-117.83739,801,Orange,Lower Santa Ana
SMC00791,2011-06-22T07:00:00Z,1.2381919839563762,801S00791,34.2792,-117.44663,801,San Bernardino,Upper Santa Ana
SMC00686,2011-06-27T07:00:00Z,0.7967143057876923,SMC00686,34.0322,-117.83819,405,Los Angeles,San Gabriel
SMC00899,2011-07-12T07:00:00Z,0.6167638741728568,SMC00899,33.71747,-117.7888,801,Orange,Lower Santa Ana
SMC00702,2011-07-19T07:00:00Z,0.7378101610888167,SMC00702,33.87795,-118.00297,845,Orange,San Gabriel
SMC00748,2011-06-21T07:00:00Z,0.5172829173156944,SMC00748,34.07548,-118.0788,412,Los Angeles,Los Angeles
SMC00665,2011-07-27T07:00:00Z,0.3139001220850471,SMC00665,33.274,-117.23159,903,San Diego,Northern San Diego
SMC00684,2011-06-27T07:00:00Z,0.47248482339630204,SMC00684,34.09698,-118.02373,412,Los Angeles,Los Angeles
SMC00632,2011-06-13T07:00:00Z,0.595620477615063,SMC00632,34.14874,-118.55604,412,Los Angeles,Los Angeles
SMC00479,2011-07-13T07:00:00Z,0.5968388288357329,SMC00479,34.2634,-119.24095,407,Ventura,Santa Clara
SMC32718,2010-06-03T07:00:00Z,0.7507188303836927,SMC32718,32.88458,-116.82232,907,San Diego,Mission Bay and San Diego River
SMC00544,2011-06-22T07:00:00Z,0.5926907647831685,SMC00544,34.14677,-117.74153,405,Los Angeles,San Gabriel
SMC00608,2011-06-27T07:00:00Z,0.6142015235712182,SMC00608,34.12344,-117.90223,405,Los Angeles,San Gabriel
SMC00345,2011-07-19T07:00:00Z,0.44988667249862657,SMC00345,33.21048,-117.22484,904,San Diego,Central San Diego
845M10601,2016-05-19T07:00:00Z,0.7848343999123016,845M10601,33.90791,-117.88829,845,Orange,San Gabriel
SMC02622,2010-06-15T07:00:00Z,0.5094561890669375,SMC02622,33.89738,-118.18616,412,Los Angeles,Los Angeles
SMC27709,2010-05-31T07:00:00Z,0.3304174908561008,802S27709,33.66269,-117.28999,802,Riverside,San Jacinto
SMC32897,2010-06-21T07:00:00Z,0.651004779508744,SMC32897,33.86921,-117.21318,802,Riverside,San Jacinto
SMC34888,2010-06-24T07:00:00Z,0.5961575647605244,SMC34888,33.77386,-117.68432,801,Orange,Lower Santa Ana
SMC21822,2010-06-21T07:00:00Z,0.29875552320856014,SMC21822,33.87234,-117.70876,801,Orange,Lower Santa Ana
SMC24222,2010-06-21T07:00:00Z,0.39999284233828175,SMC24222,33.87151,-117.71724,801,Orange,Lower Santa Ana
517FCA046,2013-08-14T07:00:00Z,0.7354856533532769,517FCA046,39.46556,-120.96694,517,Sierra,SMC_out
SMC11727,2010-06-09T07:00:00Z,0.855235814975349,SMC11727,34.47857,-119.29339,402,Ventura,Ventura
SMC13508,2010-07-12T07:00:00Z,0.32595805278773793,ME-CC,34.17982,-119.04215,408,Ventura,Calleguas
SMC10189,2010-06-24T07:00:00Z,0.45706086519055183,SMC10189,33.95788,-117.30685,801,Riverside,Middle Santa Ana
801S00105,2017-04-12T07:00:00Z,0.7763437143786852,SMC00105,33.74651,-117.58423,801,Orange,Lower Santa Ana
SMC10685,2010-07-01T07:00:00Z,0.5010117798464421,SMC10685,34.01879,-117.36873,801,Riverside,Middle Santa Ana
SMC08426,2010-06-08T07:00:00Z,0.4906853053536185,SMC08426,32.65071,-117.05482,909,San Diego,Southern San Diego
SMC09286,2010-06-09T07:00:00Z,1.049590204596392,SMC09286,32.78194,-117.11419,907,San Diego,Mission Bay and San Diego River
901M14126,2016-05-17T07:00:00Z,0.4638696078813213,901M14126,33.54743,-117.7223,901,Orange,San Juan
SMC09591,2010-06-03T07:00:00Z,0.6912422238582404,801S09591,34.10396,-117.16674,801,San Bernardino,Upper Santa Ana
SMC09698,2010-06-09T07:00:00Z,0.9552601249174025,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto
SMC08335,2010-07-07T07:00:00Z,0.7395031654576392,SMC08335,34.34583,-119.29948,402,Ventura,Ventura
SMC06714,2010-06-06T07:00:00Z,0.8223463818422377,SMC06714,32.67579,-117.00604,909,San Diego,Southern San Diego
SMC08150,2010-06-03T07:00:00Z,0.6600948451444048,SMC08150,32.83731,-117.01975,907,San Diego,Mission Bay and San Diego River
517FCA222,2013-07-10T07:00:00Z,1.0338623545901413,517FCA222,39.3,-120.96889,517,Nevada,SMC_out
SMC06467,2010-06-28T07:00:00Z,0.8041973292202972,SMC06467,33.79118,-117.71782,801,Orange,Lower Santa Ana
SMC06653,2010-07-01T07:00:00Z,0.4214593412134997,SMC06653,33.96371,-117.46267,801,Riverside,Middle Santa Ana
SMC05702,2010-06-07T07:00:00Z,0.9966553117605274,SMC05702,32.83209,-117.22954,906,San Diego,Mission Bay and San Diego River
SMC05759,2010-06-21T07:00:00Z,0.5854689996675838,SMC05759,34.35232,-119.03474,403,Ventura,Santa Clara
SMC06019,2010-06-17T07:00:00Z,0.794462667113653,SMC06019,33.68262,-117.81236,801,Orange,Lower Santa Ana
SMC06458,2010-06-06T07:00:00Z,0.633691408510997,SMC06458,32.66901,-117.01724,909,San Diego,Southern San Diego
SMC04932,2010-07-12T07:00:00Z,0.30531661449708325,SMC04932,34.20139,-119.00115,408,Ventura,Calleguas
SMC05243,2010-06-10T07:00:00Z,0.6430909476829538,SMC05243,34.5925,-119.25122,403,Ventura,Santa Clara
SMC03533,2010-06-01T07:00:00Z,0.5675896007483152,801S03533,34.02313,-117.19138,801,San Bernardino,Upper Santa Ana
SMC04383,2010-06-09T07:00:00Z,1.105280459105716,SMC04383,34.50224,-119.35602,402,Ventura,Ventura
SMC04756,2010-07-07T07:00:00Z,0.4160291550868129,SMC04756,34.27092,-118.9269,408,Ventura,Calleguas
SMC02933,2010-06-01T07:00:00Z,0.5487705539158472,SMC02933,33.31956,-117.16562,903,San Diego,Northern San Diego
SMC02976,2010-07-27T07:00:00Z,1.1444302310530334,SMC02976,34.2579,-117.75661,405,Los Angeles,San Gabriel
SMC02984,2010-06-23T07:00:00Z,0.4966425491128473,SMC02984,34.26528,-118.75053,408,Ventura,Calleguas
SMC03133,2010-06-02T07:00:00Z,0.6444612011840583,801S03133,34.00169,-117.59959,801,San Bernardino,Middle Santa Ana
SMC02573,2010-06-09T07:00:00Z,0.5833285811382384,801S02573,34.01344,-117.17764,801,San Bernardino,Upper Santa Ana
SMC02884,2010-06-23T07:00:00Z,0.5178028269350328,SMC02884,34.21749,-118.98533,408,Ventura,Calleguas
SMC02457,2010-05-31T07:00:00Z,0.40427258440488706,SMC02457,33.25578,-117.25006,903,San Diego,Northern San Diego
SMC02563,2010-06-24T07:00:00Z,0.7066926228567894,SMC02563,33.68193,-117.67293,801,Orange,Lower Santa Ana
SMC01972,2010-06-07T07:00:00Z,0.7254654349361125,SMC01972,34.24018,-118.49564,412,Los Angeles,Los Angeles
SMC02059,2010-06-03T07:00:00Z,0.4902225057817046,801S02059,34.06181,-117.30727,801,San Bernardino,Middle Santa Ana
SMC02167,2010-06-07T07:00:00Z,0.7610942218049339,801S02167,34.1045,-117.15955,801,San Bernardino,Upper Santa Ana
SMC02270,2010-06-30T07:00:00Z,0.6648515754050989,SMC02270,33.79573,-117.77241,801,Orange,Lower Santa Ana
SMC01814,2010-06-09T07:00:00Z,0.5509347886811179,904S01814,33.02298,-117.2254,904,San Diego,Central San Diego
SMC01960,2010-06-23T07:00:00Z,0.5612283627383251,SMC01960,34.26554,-118.75916,408,Ventura,Calleguas
SMC01962,2010-06-08T07:00:00Z,0.6446092768916165,SMC01962,32.66067,-117.03919,909,San Diego,Southern San Diego
SMC01208,2010-06-08T07:00:00Z,0.4963174754864009,SMC01208,34.19015,-118.5365,412,Los Angeles,Los Angeles
SMC01320,2010-06-07T07:00:00Z,0.5798550321431252,SMC01320,34.29856,-118.25082,412,Los Angeles,Los Angeles
SMC01383,2010-06-01T07:00:00Z,0.6282957265689718,801S01383,34.06636,-117.5418,801,San Bernardino,Middle Santa Ana
SMC01567,2010-06-09T07:00:00Z,1.0441639866899113,SMC01567,34.50959,-119.38373,402,Ventura,Ventura
SMC01716,2010-06-08T07:00:00Z,0.7266022608618818,SMC01716,34.2073,-118.49727,412,Los Angeles,Los Angeles
SMC01161,2010-05-27T07:00:00Z,0.71915184772919,SMC01161,33.44661,-117.25532,902,San Diego,Northern San Diego
SMC01201,2010-06-02T07:00:00Z,0.6541039771264928,SMC01201,33.08584,-117.05528,905,San Diego,Central San Diego
906M21738,2017-05-16T07:00:00Z,0.4855508366139117,906M21738,32.92288,-117.18625,906,San Diego,Central San Diego
845PS0011,2016-05-19T07:00:00Z,0.48919320683545486,845PS0011,33.88053,-117.89742,845,Orange,San Gabriel
SMC01049,2010-06-01T07:00:00Z,0.5566715614250491,SMC01049,33.17733,-117.20403,904,San Diego,Central San Diego
SMC01512,2010-06-23T07:00:00Z,0.8182497608996812,SMC01512,34.27641,-118.67252,408,Ventura,Calleguas
SMC00957,2010-06-21T07:00:00Z,0.3456115406811397,SMC00957,33.96195,-117.37075,801,Riverside,Middle Santa Ana
SMC01013,2010-06-24T07:00:00Z,0.7974364893061144,SMC01013,33.48059,-117.14397,902,Riverside,Northern San Diego
SMC00963,2010-06-17T07:00:00Z,0.6494107400984458,SMC00963,33.56401,-117.6514,901,Orange,San Juan
901S00206,2017-06-22T07:00:00Z,0.4685078367704816,SMC00206,33.54359,-117.65963,901,Orange,San Juan
SMC00693,2010-05-31T07:00:00Z,0.689638838163468,SMC00693,33.2964,-117.08556,903,San Diego,Northern San Diego
SMC00921,2010-06-02T07:00:00Z,0.5510548214995026,SMC00921,33.10624,-117.11573,904,San Diego,Central San Diego
SMC00191,2010-07-12T07:00:00Z,0.9699615074062236,403BA0191,34.36762,-119.0538,403,Ventura,Santa Clara
SMC00428,2010-07-22T07:00:00Z,1.0755423521703318,SMC00428,34.2481,-118.04976,405,Los Angeles,San Gabriel
904WE1125,2017-04-25T07:00:00Z,0.25179131068188737,904WE1125,33.09896,-117.12876,904,San Diego,Central San Diego
SMC01694,2010-06-28T07:00:00Z,0.7802577628576658,SMC01694,33.92,-117.90272,845,Orange,San Gabriel
SMC01726,2010-06-30T07:00:00Z,0.9867326443250432,SMC01726,33.86351,-117.98816,845,Orange,San Gabriel
SMC16832,2010-06-18T07:00:00Z,0.7950608901486197,SMC16832,33.88444,-118.10855,405,Los Angeles,San Gabriel
SMC20032,2010-06-18T07:00:00Z,0.6727167970314764,SMC20032,33.87664,-118.10774,405,Los Angeles,San Gabriel
SMC00135,2010-06-07T07:00:00Z,1.2546945161887246,801S00135,34.07818,-116.87857,801,San Bernardino,Upper Santa Ana
909WE0662,2017-05-05T07:00:00Z,0.6864564967483172,909WE0662,32.89957,-116.58789,909,San Diego,Southern San Diego
SMC00926,2010-06-28T07:00:00Z,0.9671549442754093,SMC00926,33.90739,-117.88296,845,Orange,San Gabriel
SMC01452,2010-07-15T07:00:00Z,0.4949653062229297,SMC01452,34.09095,-118.06675,412,Los Angeles,Los Angeles
SMC01196,2010-07-14T07:00:00Z,0.9476878643204557,SMC01196,34.27835,-118.02952,412,Los Angeles,Los Angeles
SMC01544,2010-07-14T07:00:00Z,0.6762655786087021,SMC01544,34.29729,-118.24843,412,Los Angeles,Los Angeles
SGUR103,2010-07-22T07:00:00Z,1.0765791994202836,SGUR103,34.23218,-118.05822,405,Los Angeles,San Gabriel
SGUT503,2010-05-27T07:00:00Z,0.870140661282067,SGUT503,34.29216,-117.83856,405,Los Angeles,San Gabriel
SMC00318,2010-06-15T07:00:00Z,0.5312481052176187,SMC00318,33.81287,-118.20558,412,Los Angeles,Los Angeles
SMCR8_605,2009-07-01T07:00:00Z,0.9462855507691705,802RB8605,33.73776,-116.72825,802,Riverside,San Jacinto
SMCR8_613,2009-06-29T07:00:00Z,0.6752142849110424,801STW613,33.98574,-117.13166,801,Riverside,Upper Santa Ana
SMCR8_688,2009-07-01T07:00:00Z,1.0248454890749614,802RB8688,33.75289,-116.70609,802,Riverside,San Jacinto
SMCR8_513,2009-06-22T07:00:00Z,0.8306800523852098,802SWC513,33.71777,-116.76274,802,Riverside,San Jacinto
SMCR8_572,2009-06-30T07:00:00Z,0.41422288434564564,801WMC572,34.0772,-117.29323,801,San Bernardino,Upper Santa Ana
SMCR8_600,2009-06-28T07:00:00Z,1.183219778524895,801LYC600,34.23092,-117.48291,801,San Bernardino,Middle Santa Ana
SMCR8_601,2009-06-24T07:00:00Z,0.8566520089139839,801RB8601,34.02789,-117.58527,801,San Bernardino,Middle Santa Ana
SMCR8_184,2009-07-07T07:00:00Z,0.952247714981748,801BRC184,34.16546,-117.01553,801,San Bernardino,Upper Santa Ana
SMCR8_218,2009-06-22T07:00:00Z,1.2233966147420596,802RB8218,33.80978,-116.7403,802,Riverside,San Jacinto
SMCR8_219,2009-07-06T07:00:00Z,0.7643590709394444,801MHC219,34.11105,-116.99195,801,San Bernardino,Upper Santa Ana
403S00271,2017-04-20T07:00:00Z,0.9948966756703779,403M01539,34.5485,-119.16547,403,Ventura,Santa Clara
SMCR8_327,2009-06-28T07:00:00Z,1.190946038363207,801RB8327,34.23294,-117.42894,801,San Bernardino,Upper Santa Ana
SMCR8_474,2009-07-05T07:00:00Z,1.0167083384273914,801SAN474,34.24826,-117.62775,801,San Bernardino,Middle Santa Ana
SMC11581,2009-06-29T07:00:00Z,0.5560171032688919,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana
SMC15677,2009-06-29T07:00:00Z,0.678051670150573,SMC15677,33.95445,-117.60439,801,Riverside,Middle Santa Ana
SMC26288,2009-05-12T07:00:00Z,0.5811038778746218,SMC26288,33.77432,-117.69453,801,Orange,Lower Santa Ana
SMCR8_124,2009-06-24T07:00:00Z,0.9267099386172254,801SAR124,34.12656,-117.07716,801,San Bernardino,Upper Santa Ana
SMC04399,2009-06-11T07:00:00Z,0.5095354806950928,SMC04399,34.30796,-119.30062,402,Ventura,Ventura
SMC04749,2009-06-23T07:00:00Z,0.49868044735836436,SMC04749,33.85826,-117.21321,802,Riverside,San Jacinto
SMC05109,2009-06-23T07:00:00Z,0.6005801386101066,SMC05109,33.4745,-117.13858,902,Riverside,Northern San Diego
SMC06216,2009-05-26T07:00:00Z,0.8926260300066906,SMC06216,34.27407,-118.31518,412,Los Angeles,Los Angeles
SMC08845,2009-06-22T07:00:00Z,0.7523752687061834,SMC08845,33.87309,-117.21355,802,Riverside,San Jacinto
SMC04054,2009-05-27T07:00:00Z,0.45120369210781563,SMC04054,32.83697,-117.01874,907,San Diego,Mission Bay and San Diego River
SMC01278,2016-06-23T07:00:00Z,0.6746688020642334,SMC01278,33.82099,-118.06645,405,Los Angeles,San Gabriel
SMC04175,2009-06-11T07:00:00Z,0.6696966931208693,SMC04175,34.40835,-119.27642,402,Ventura,Ventura
SMC04239,2009-06-11T07:00:00Z,1.0618095056750587,SMC04239,34.3608,-119.31114,402,Ventura,Ventura
901S00873,2017-04-12T07:00:00Z,0.6850156662062037,SMC00873,33.59849,-117.62668,901,Orange,San Juan
SMC04308,2009-06-17T07:00:00Z,0.5857065141390466,SMC04308,34.19349,-118.9083,408,Ventura,Calleguas
SMC02436,2009-05-28T07:00:00Z,0.4581636373626728,SMC02436,34.26279,-118.97199,408,Ventura,Calleguas
SMC02656,2009-06-23T07:00:00Z,0.7426586416466565,SMC02656,34.07498,-117.87216,405,Los Angeles,San Gabriel
SMC03268,2009-05-28T07:00:00Z,0.3267539693868773,SMC03268,34.16255,-119.06301,408,Ventura,Calleguas
SMC04047,2009-05-14T07:00:00Z,1.2521139462493571,SMC04047,34.45832,-119.29171,402,Ventura,Ventura
SMC01990,2009-05-21T07:00:00Z,0.8113487349238738,SMC01990,32.79653,-117.11327,907,San Diego,Mission Bay and San Diego River
SMC02006,2009-05-26T07:00:00Z,0.9715101476143284,SMC02006,32.83083,-116.98486,907,San Diego,Mission Bay and San Diego River
SMC02127,2009-06-04T07:00:00Z,0.6798921150308238,SMC02127,34.42318,-119.26474,402,Ventura,Ventura
SMC02228,2009-06-23T07:00:00Z,0.3002498466943059,SMC02228,34.06933,-118.22427,412,Los Angeles,Los Angeles
SMC01717,2009-05-28T07:00:00Z,0.46185153166771686,SMC01717,33.34014,-117.13232000000001,903,San Diego,Northern San Diego
SMC01748,2009-06-03T07:00:00Z,0.5644459709128578,SMC01748,34.28747,-118.82744,408,Ventura,Calleguas
SMC01860,2009-05-28T07:00:00Z,0.5515820817901635,SMC01860,34.224,-118.97911,408,Ventura,Calleguas
SMC01909,2009-06-09T07:00:00Z,0.44769453423284616,SMC01909,33.311279999999996,-117.13885,903,San Diego,Northern San Diego
SMC01278,2009-06-17T07:00:00Z,0.9876811401819837,SMC01278,33.82099,-118.06645,405,Los Angeles,San Gabriel
SMC01424,2009-07-01T07:00:00Z,1.235726788021892,SMC01424,34.24075,-117.81585,405,Los Angeles,San Gabriel
SMC01606,2009-05-26T07:00:00Z,0.6339775695614798,SMC01606,32.84198,-117.23481,906,San Diego,Mission Bay and San Diego River
SMC01684,2009-06-03T07:00:00Z,0.9773508200253711,SMC01684,34.27906,-118.91591,408,Ventura,Calleguas
SMC01151,2009-06-17T07:00:00Z,0.8486108679891169,SMC01151,34.3723,-118.97196,403,Ventura,Santa Clara
SMC01155,2009-05-12T07:00:00Z,0.5615089058950122,SMC01155,33.7606,-117.67949,801,Orange,Lower Santa Ana
SMC01258,2009-05-27T07:00:00Z,0.615801354098767,SMC01258,32.64949,-117.05886,909,San Diego,Southern San Diego
SMC00911,2009-06-04T07:00:00Z,1.2115722734161116,SMC00911,34.50797,-119.29854,402,Ventura,Ventura
SMC00924,2009-06-09T07:00:00Z,0.7709784114939241,SMC00924,34.22394,-118.18053,412,Los Angeles,Los Angeles
SMC01040,2009-06-09T07:00:00Z,1.0875675018864208,SMC01040,34.30553,-118.15792,412,Los Angeles,Los Angeles
SMC01046,2009-05-21T07:00:00Z,0.732127176624924,SMC01046,32.79509,-117.18494,906,San Diego,Mission Bay and San Diego River
SMC00729,2009-06-03T07:00:00Z,0.46099231452758577,SMC00729,33.13525,-117.17488,904,San Diego,Central San Diego
SMC00827,2009-06-15T07:00:00Z,0.6917419866431613,SMC00827,34.55734,-119.18833,403,Ventura,Santa Clara
SMC00873,2009-05-19T07:00:00Z,0.9164692712143356,SMC00873,33.59849,-117.62668,901,Orange,San Juan
SMC00910,2009-04-30T07:00:00Z,0.34564902554622545,SMC00910,33.51383,-117.74426,901,Orange,San Juan
SMC00520,2009-05-19T07:00:00Z,0.8714203933044942,SMC00520,34.29626,-118.28252,412,Los Angeles,Los Angeles
SMC00531,2009-05-18T07:00:00Z,0.7230149376575885,901S00531,33.55975,-117.772,901,Orange,San Juan
SMC00670,2009-05-21T07:00:00Z,0.50953756211704,SMC00670,33.86925,-117.90916,845,Orange,San Gabriel
SMC00710,2009-05-20T07:00:00Z,0.8084595091400076,SMC00710,32.88934,-117.20028,906,San Diego,Central San Diego
SMC00464,2009-05-08T07:00:00Z,0.9056011334512696,SMC00464,34.24152,-117.86683,405,Los Angeles,San Gabriel
SMC00473,2009-06-03T07:00:00Z,0.42891363264733007,SMC00473,33.03916,-117.15802,905,San Diego,Central San Diego
SMC00476,2009-06-08T07:00:00Z,1.0621618942569289,SMC00476,34.24209,-118.13381,412,Los Angeles,Los Angeles
SMC00436,2009-05-26T07:00:00Z,0.4846819339780074,SMC00436,34.149,-118.27863,412,Los Angeles,Los Angeles
SMC00440,2009-05-20T07:00:00Z,0.6050147693559128,SMC00440,34.28658,-118.52966,412,Los Angeles,Los Angeles
SMC00457,2009-06-04T07:00:00Z,0.592599134156368,SMC00457,33.2337,-117.09391,903,San Diego,Northern San Diego
SGUT503,2009-05-08T07:00:00Z,1.0493232401128687,SGUT503,34.29216,-117.83856,405,Los Angeles,San Gabriel
SMC00105,2009-05-12T07:00:00Z,0.9519991766466436,SMC00105,33.74651,-117.58423,801,Orange,Lower Santa Ana
SMC00153,2009-06-08T07:00:00Z,0.41074078971183997,SMC00153,33.22193,-117.34611,903,San Diego,Northern San Diego
405PS0036,2016-07-11T07:00:00Z,0.7154575919623687,405PS0036,34.24118,-117.93426,405,Los Angeles,San Gabriel
405CE0280,2016-06-09T07:00:00Z,0.8810690138907127,405CE0280,34.23041,-117.74981,405,Los Angeles,San Gabriel
405M10600,2016-06-23T07:00:00Z,0.5073244769438289,405M10600,33.85293,-118.10127,405,Los Angeles,San Gabriel
402M00015,2016-06-06T07:00:00Z,0.7590357598460471,402M00015,34.47484,-119.29151,402,Ventura,Ventura
SMC09698,2016-04-26T07:00:00Z,0.947762710913866,802S09698,33.7459,-116.70739,802,Riverside,San Jacinto
SMC11581,2016-05-24T07:00:00Z,0.6824678987867026,SMC11581,33.95246,-117.60611,801,Riverside,Middle Santa Ana
ME-CC,2017-05-30T07:00:00Z,0.4266115379398816,ME-CC,34.17912,-119.03968,408,Ventura,Calleguas
402M00030,2017-04-19T07:00:00Z,1.0854158216606122,402M00030,34.43881,-119.29959,402,Ventura,Ventura
402M00043,2016-06-22T07:00:00Z,0.9281580036879633,402M00043,34.50161,-119.34749,402,Ventura,Ventura
403M01500,2016-06-15T07:00:00Z,0.7789143183887091,403M01500,34.29132,-119.14776,403,Ventura,Santa Clara
404M07358,2016-06-16T07:00:00Z,0.7461245365995978,404M07358,33.98675,-118.41043,404,Los Angeles,Santa Monica Bay
403M01522,2016-06-29T07:00:00Z,0.6677073160546533,403M01522,34.41442,-118.78842,403,Ventura,Santa Clara
403M01528,2016-06-15T07:00:00Z,0.5736903259453197,403M01528,34.27599,-119.14219,403,Ventura,Santa Clara
